,Algorithm,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
CRC***,NeoScrypt,CrowdCoin,CrowdCoin (CRC***),0,586482,/media/20780611/crc.png,CRC***,N/A,PoW,2006,False,CRC***,N/A,N/A,/coins/crcstarstarstar/overview
CRDNC,SHA256,Credence Coin,Credence Coin (CRDNC),0,771782,/media/27010816/crdnc.png,CRDNC,N/A,PoW/PoS,2311,False,CRDNC,25000000,N/A,/coins/crdnc/overview
CRDS,Argon2,Credits,Credits (CRDS),0,392253,/media/14913675/crds.png,CRDS,N/A,N/A,1861,False,CRDS,95000000,N/A,/coins/crds/overview
CRE,SHA256,Credits,Credits (CRE),0,8692,/media/20683/cre.png,CRE,N/A,PoW/PoS,448,False,CRE,30000000,N/A,/coins/cre/overview
CRE*,N/A,Creditcoin,Creditcoin (CRE*),0,777990,/media/27010928/creditcoin_logo.png,CRE*,N/A,N/A,2333,False,CRE*,2000000000,N/A,/coins/crestar/overview
CREA,Keccak,CreativeChain,CreativeChain (CREA),0,48787,/media/1382709/crea.png,CREA,N/A,PoW,1109,False,CREA,115000000,N/A,/coins/crea/overview
CRED,N/A,Verify,Verify (CRED),0,502301,/media/16746661/cred.png,CRED,N/A,N/A,1971,False,CRED,29997543,N/A,/coins/cred/overview
CREDO,N/A,Credo,Credo (CREDO),0,382450,/media/14913573/credo-1.png,CREDO,N/A,N/A,1837,False,CREDO,1374729257.2286,N/A,/coins/credo/overview
CREVA,X11,Creva Coin,Creva Coin (CREVA),0,6451,/media/20571/creva.png,CREVA,N/A,N/A,411,False,CREVA,0,N/A,/coins/creva/overview
CRL,N/A,Cryptelo Coin,Cryptelo Coin (CRL),0,766461,/media/27010747/crl.png,CRL,N/A,N/A,2273,False,CRL,500000000,N/A,/coins/crl/overview
CRM,X11,Cream,Cream (CRM),0,202049,/media/1383915/cream.png,CRM,N/A,PoW/PoS,1424,False,CRM,100000000,N/A,/coins/crm/overview
CRNK,X11,CrankCoin,CrankCoin (CRNK),0,30121,/media/351731/crnk.png,CRNK,N/A,PoS/PoW,837,False,CRNK,N/A,N/A,/coins/crnk/overview
CROAT,CryptoNight,Croat,Croat (CROAT),0,731596,/media/27010508/croat.png,CROAT,N/A,PoW,2180,False,CROAT,100467441,N/A,/coins/croat/overview
CRPS,X11,CryptoPennies,CryptoPennies (CRPS),0,41590,/media/1382338/crps.png,CRPS,N/A,PoS,1034,False,CRPS,1593.15,N/A,/coins/crps/overview
CRPT,N/A,Crypterium,Crypterium (CRPT),0,710597,/media/25792665/crpt.png,CRPT,N/A,N/A,2132,False,CRPT,44029585.582941042857136217,N/A,/coins/crpt/overview
CRS,Lyra2Z,Cryptoreal,Cryptoreal (CRS),0,876290,/media/32655853/crs.jpg,CRS,N/A,N/A,2679,False,CRS,10883430.20109789,N/A,/coins/crs/overview
CRTM,N/A,Cryptum,Cryptum (CRTM),0,255489,/media/9350790/crtm.jpg,CRTM,N/A,Proof of Ownership,1551,False,CRTM,1100000,N/A,/coins/crtm/overview
CRU,X11,Curium,Curium (CRU),0,811480,/media/30001681/cru.png,CRU,N/A,PoW,2452,False,CRU,22000000,N/A,/coins/cru/overview
CRW,SHA256,Crown Coin,Crown Coin (CRW),0,7586,/media/1383378/crw1.png,CRW,N/A,PoW,430,False,CRW,42000000,N/A,/coins/crw/overview
CRX,Scrypt,ChronosCoin,ChronosCoin (CRX),0,25613,/media/351388/crx.png,CRX,N/A,PoW/PoS,701,False,CRX,N/A,N/A,/coins/crx/overview
CRYPT,X11,CryptCoin,CryptCoin (CRYPT),0,4427,/media/19664/crypt.png,CRYPT,N/A,PoW,95,False,CRYPT,18000000,N/A,/coins/crypt/overview
CS,DPoS,CryptoSpots,CryptoSpots (CS),0,35813,/media/352292/cs.png,CS,N/A,DPoS,969,False,CS,5000000,N/A,/coins/cs/overview
CS*,N/A,Credits,Credits (CS*),0,799597,/media/27011045/cs.png,CS*,N/A,N/A,2421,False,CS*,249471071.21,N/A,/coins/csstar/overview
CSC,N/A,CasinoCoin,CasinoCoin (CSC),0,4428,/media/19667/csc.png,CSC,N/A,PoC,96,False,CSC,40000000000,N/A,/coins/csc/overview
CSH,SHA256,CashOut,CashOut (CSH),0,31004,/media/351877/csh.png,CSH,N/A,PoW,878,False,CSH,100000000,N/A,/coins/csh/overview
CSMIC,SHA256D,Cosmic,Cosmic (CSMIC),0,34215,/media/352115/csmic.png,CSMIC,N/A,PoW/PoS,929,False,CSMIC,N/A,N/A,/coins/csmic/overview
CSNO,N/A,BitDice,BitDice (CSNO),1,202714,/media/1383922/csno.png,CSNO,N/A,N/A,1428,False,CSNO,100000000,N/A,/coins/csno/overview
CSTL,X11,Castle,Castle (CSTL),0,400432,/media/15887421/cstl.png,CSTL,N/A,PoW/PoS,1872,False,CSTL, 200000000,N/A,/coins/cstl/overview
CTC,Scrypt,CarterCoin,CarterCoin (CTC),0,28083,/media/351496/ctc.png,CTC,N/A,PoW/PoS,733,False,CTC,90000000,N/A,/coins/ctc/overview
CTIC,N/A,Coinmatic,Coinmatic (CTIC),0,79887,/media/1383267/ctic.png,CTIC,N/A,N/A,1223,False,CTIC,N/A,N/A,/coins/ctic/overview
CTKN,N/A,Curaizon,Curaizon (CTKN),0,883811,/media/32655945/ctkn.jpg,CTKN,N/A,N/A,2711,False,CTKN,500000000,N/A,/coins/ctkn/overview
CTO,Lyra2RE,Crypto,Crypto (CTO),0,6117,/media/19808/mrs.png,CTO,N/A,PoW,404,False,CTO,65789100,N/A,/coins/cto/overview
CTR,N/A,Centra,Centra (CTR),0,225277,/media/1384029/ctr.png,CTR,N/A,N/A,1467,False,CTR,100000000,N/A,/coins/ctr/overview
CTT,N/A,CodeTract,CodeTract (CTT),0,206009,/media/1383957/ctt.png,CTT,N/A,N/A,1438,False,CTT,N/A,N/A,/coins/ctt/overview
CTX,N/A,CarTaxi,CarTaxi (CTX),0,278056,/media/12318075/ctx1.png,CTX,N/A,N/A,1556,False,CTX,487500000,N/A,/coins/ctx/overview
CTXC,N/A,Cortex,Cortex (CTXC),0,856139,/media/30002149/ctxc.png,CTXC,N/A,N/A,2600,False,CTXC,299792458,N/A,/coins/ctxc/overview
CUBE,N/A,DigiCube,DigiCube (CUBE),0,20688,/media/350948/cube.png,CUBE,N/A,PoS,559,False,CUBE,N/A,N/A,/coins/cube/overview
CURE,Scrypt,Curecoin,Curecoin (CURE),0,5387,/media/1383812/cure.png,CURE,N/A,PoW,355,False,CURE,0,N/A,/coins/cure/overview
CUZ,N/A,Cool Cousin,Cool Cousin (CUZ),0,749450,/media/27010593/cuz.png,CUZ,N/A,N/A,2209,False,CUZ,300000000,N/A,/coins/cuz/overview
CV,N/A,CarVertical,CarVertical (CV),0,713925,/media/27010446/cv.png,CV,N/A,N/A,2138,False,CV,9931143978,N/A,/coins/cv/overview
CVC,N/A,Civic,Civic (CVC),0,139467,/media/1383611/cvc.png,CVC,N/A,N/A,1266,False,CVC,1000000000,N/A,/coins/cvc/overview
CVCOIN,N/A,Crypviser,Crypviser (CVCOIN),0,188400,/media/1383821/cvcoin.png,CVCOIN,N/A,N/A,1368,False,CVCOIN,15193882,N/A,/coins/cvcoin/overview
CVTC,DPoS,CavatCoin,CavatCoin (CVTC),0,847402,/media/30002020/cvtc.jpg,CVTC,N/A,DPoS,2555,False,CVTC,21000000,N/A,/coins/cvtc/overview
CWIS,Scrypt,Crypto Wisdom Coin,Crypto Wisdom Coin (CWIS),0,753690,/media/27010619/cwis_logo.png,CWIS,N/A,PoW,2223,False,CWIS,24000000,N/A,/coins/cwis/overview
CWV,N/A,CryptoWave,CryptoWave (CWV),0,446121,/media/16746575/cwv.png,CWV,N/A,N/A,1941,False,CWV,1000000,N/A,/coins/cwv/overview
CWX,N/A,Crypto-X,Crypto-X (CWX),0,584861,/media/20780607/cwx.png,CWX,N/A,N/A,2002,False,CWX,20333333 ,N/A,/coins/cwx/overview
CWXT,N/A,CryptoWorldXToken,CryptoWorldXToken (CWXT),0,43265,/media/1382470/cwxt.png,CWXT,N/A,PoW/PoS,1072,False,CWXT,100000000,N/A,/coins/cwxt/overview
CXC,N/A,CheckCoin,CheckCoin (CXC),0,4415,/media/20246/cxc.png,CXC,N/A,PoS,84,False,CXC,100000000,N/A,/coins/cxc/overview
CXO,N/A,CargoX,CargoX (CXO),0,745054,/media/27010577/cxo.png,CXO,N/A,N/A,2199,False,CXO,215119015.62456924698286969,N/A,/coins/cxo/overview
CXT,NIST5,Coinonat,Coinonat (CXT),0,63308,/media/1383080/cxt.png,CXT,N/A,PoW,1179,False,CXT,48252000,N/A,/coins/cxt/overview
CYC,X11,ConSpiracy Coin ,ConSpiracy Coin  (CYC),0,5392,/media/19671/cyc.png,CYC,N/A,PoW,360,False,CYC,33000000,N/A,/coins/cyc/overview
CYDER,PoS,Cyder Coin,Cyder Coin (CYDER),0,698206,/media/25792617/cyder.png,CYDER,N/A,N/A,2114,False,CYDER,80000000,N/A,/coins/cyder/overview
CYG,X11,Cygnus,Cygnus (CYG),0,21213,/media/350997/cygnus.png,CYG,N/A,PoW/PoS,597,False,CYG,25885320,N/A,/coins/cyg/overview
CYP,QuBit,CypherPunkCoin,CypherPunkCoin (CYP),0,5354,/media/20248/cyp.png,CYP,N/A,PoW,322,False,CYP,0,N/A,/coins/cyp/overview
CYT,PoS,Cryptokenz,Cryptokenz (CYT),0,21706,/media/351024/cyt.png,CYT,N/A,PoS,621,False,CYT,N/A,N/A,/coins/cyt/overview
CZC,N/A,Crazy Coin,Crazy Coin (CZC),0,327250,/media/12318215/czc.png,CZC,N/A,N/A,1648,False,CZC,85000000,N/A,/coins/czc/overview
DADI,N/A,DADI,DADI (DADI),0,778953,/media/27010852/dadi.png,DADI,N/A,N/A,2336,False,DADI,100000000,N/A,/coins/dadi/overview
DAI,N/A,Dai,Dai (DAI),0,769546,/media/27010778/dai.jpg,DAI,N/A,N/A,2290,False,DAI,19950479.550524461166710769,N/A,/coins/dai/overview
DAN,N/A,Daneel,Daneel (DAN),0,889339,/media/33187871/dan.jpg,DAN,N/A,N/A,2735,False,DAN,100000000,N/A,/coins/dan/overview
DANK,X13,DarkKush,DarkKush (DANK),0,3640,/media/20247/dank.png,DANK,N/A,PoW/PoS,20,False,DANK,3000000,N/A,/coins/dank/overview
DAR,N/A,Darcrus,Darcrus (DAR),0,32694,/media/351930/dar.png,DAR,N/A,N/A,884,False,DAR,14055048,N/A,/coins/dar/overview
DARK,SHA256,Dark,Dark (DARK),0,61066,/media/1382995/dark.png,DARK,N/A,PoW/PoS,1167,False,DARK,12800000,N/A,/coins/dark/overview
DARX,Scrypt,Bitdaric,Bitdaric (DARX),0,863225,/media/30002249/darx.png,DARX,N/A,PoW,2639,False,DARX,N/A,N/A,/coins/darx/overview
DAS,X11,DAS,DAS (DAS),0,194399,/media/14543970/das.png,DAS,N/A,PoW,1382,False,DAS,18900000,N/A,/coins/das/overview
DASH,X11,DigitalCash,DigitalCash (DASH),0,3807,/media/20626/imageedit_27_4355944719.png,DASH,N/A,PoW/PoS,4,False,DASH,22000000,N/A,/coins/dash/overview
DAT,N/A,Datum,Datum (DAT),0,335505,/media/12318265/dat.png,DAT,N/A,N/A,1667,False,DAT,2653841597.973271663912484125,N/A,/coins/dat/overview
DATA,N/A,Streamr DATAcoin,Streamr DATAcoin (DATA),0,369151,/media/30002338/data.png,DATA,N/A,N/A,1784,False,DATA,987154514,N/A,/coins/data/overview
DAV,Scrypt,DavorCoin,DavorCoin (DAV),0,596972,/media/20780624/dav.png,DAV,N/A,N/A,2012,False,DAV,40000000,N/A,/coins/dav/overview
DAXX,Ethash,DaxxCoin,DaxxCoin (DAXX),0,453647,/media/16746587/daxx.png,DAXX,N/A,PoW,1948,False,DAXX,10000000000,N/A,/coins/daxx/overview
DAY,N/A,Chronologic,Chronologic (DAY),0,336705,/media/12318271/day.png,DAY,N/A,N/A,1671,False,DAY,806812,N/A,/coins/day/overview
DB,Scrypt,DarkBit,DarkBit (DB),0,6116,/media/19808/mrs.png,DB,N/A,PoW/PoS,403,False,DB,0,N/A,/coins/db/overview
DBC,N/A,DeepBrain Chain,DeepBrain Chain (DBC),0,586088,/media/20780608/dbc.png,DBC,N/A,N/A,2003,False,DBC,10000000000,N/A,/coins/dbc/overview
DBC*,N/A,Debit Coin,Debit Coin (DBC*),0,848257,/media/30002050/dbc.jpg,DBC*,N/A,N/A,2563,False,DBC*,999999995,N/A,/coins/dbcstar/overview
DBET,N/A,Decent.bet,Decent.bet (DBET),0,380712,/media/14913561/dbet.png,DBET,N/A,N/A,1831,False,DBET,133039762.4203,N/A,/coins/dbet/overview
DBG,PoS,Digital Bullion Gold,Digital Bullion Gold (DBG),0,21859,/media/351047/dbg.png,DBG,N/A,PoS,629,False,DBG,15000000,N/A,/coins/dbg/overview
DBIC,SHA256,DubaiCoin,DubaiCoin (DBIC),0,20198,/media/350891/dbic.png,DBIC,N/A,PoW/PoS,511,False,DBIC,10500000,N/A,/coins/dbic/overview
DBIX,Dagger-Hashimoto,DubaiCoin,DubaiCoin (DBIX),0,57481,/media/1382860/dbix.png,DBIX,N/A,PoW,1146,False,DBIX,N/A,N/A,/coins/dbix/overview
DBR,N/A,Düber,Düber (DBR),0,394055,/media/14913687/dbr.png,DBR,N/A,N/A,1864,False,DBR,2226000000,N/A,/coins/dbr/overview
DBTC,Scrypt,DebitCoin,DebitCoin (DBTC),0,20726,/media/350953/dbtc.png,DBTC,N/A,PoW,565,False,DBTC,25999629.2378176,N/A,/coins/dbtc/overview
DCC,SHA256,DarkCrave,DarkCrave (DCC),0,6114,/media/19808/mrs.png,DCC,N/A,PoW/PoS,401,False,DCC,277500,N/A,/coins/dcc/overview
DCK,X11,DickCoin,DickCoin (DCK),0,28229,/media/351516/dck.png,DCK,N/A,PoW/PoS,753,False,DCK,N/A,N/A,/coins/dck/overview
DCN,N/A,Dentacoin,Dentacoin (DCN),0,218906,/media/1383999/dcn.png,DCN,N/A,N/A,1453,False,DCN,8000000000000,N/A,/coins/dcn/overview
DCR,BLAKE256,Decred,Decred (DCR),0,16713,/media/1382607/decred.png,DCR,N/A,PoW/PoS,492,False,DCR,21000000,N/A,/coins/dcr/overview
DCRE,N/A,DeltaCredits,DeltaCredits (DCRE),0,34487,/media/352128/dcre.png,DCRE,N/A,PoS,937,False,DCRE,100000,N/A,/coins/dcre/overview
DCS.,N/A,deCLOUDs,deCLOUDs (DCS),0,26129,/media/351407/cloud.png,DCS,N/A,PoS,715,False,DCS.,100000000,N/A,/coins/dcs/overview
DCT,N/A,Decent,Decent (DCT),0,25721,/media/351389/dct.png,DCT,N/A,PoS,702,False,DCT,73197775,N/A,/coins/dct/overview
DCY,CryptoNight,Dinastycoin,Dinastycoin (DCY),0,181373,/media/1383767/dcy.png,DCY,N/A,PoW,1327,False,DCY,2000000000,N/A,/coins/dcy/overview
DDD,N/A,Scry.info,Scry.info (DDD),0,729809,/media/27010499/ddd.png,DDD,N/A,N/A,2175,False,DDD,1000000000,N/A,/coins/ddd/overview
DDF,N/A,Digital Developers Fund,Digital Developers Fund (DDF),0,180595,/media/1383760/ddf.png,DDF,N/A,N/A,1321,False,DDF,250000000,N/A,/coins/ddf/overview
DEA,Scrypt,Degas Coin,Degas Coin (DEA),0,79849,/media/1383264/dea.png,DEA,N/A,PoW/PoS,1220,False,DEA,105000000,N/A,/coins/dea/overview
DEAL,Scrypt,iDealCash,iDealCash (DEAL),0,876352,/media/32655855/deal.jpg,DEAL,N/A,PoW/PoS,2681,False,DEAL,5121951220,N/A,/coins/deal/overview
DEB,N/A,Debitum Token,Debitum Token (DEB),0,408765,/media/16404861/deb.png,DEB,N/A,N/A,1888,False,DEB,400000000,N/A,/coins/deb/overview
DEC,N/A,Darico,Darico (DEC),0,417510,/media/16746438/drc.png,DEC,N/A,240000000,1905,False,DEC,60000000,N/A,/coins/dec/overview
DEEP,N/A,Deep Gold,Deep Gold (DEEP),0,301119,/media/12317976/deep.png,DEEP,N/A,N/A,1572,False,DEEP,100000000,N/A,/coins/deep/overview
DEM,SHA256,eMark,eMark (DEM),0,4429,/media/20028/dem.png,DEM,N/A,PoW/PoS,97,False,DEM,210000000,N/A,/coins/dem/overview
DENT,N/A,Dent,Dent (DENT),0,141331,/media/1383613/dent.png,DENT,N/A,N/A,1268,False,DENT,100000000000,N/A,/coins/dent/overview
DERO,CryptoNight,Dero,Dero (DERO),0,876324,/media/32655854/dero.jpg,DERO,N/A,PoW,2680,False,DERO,18400000,N/A,/coins/dero/overview
DES,Scrypt,Destiny,Destiny (DES),0,22330,/media/351087/des.png,DES,N/A,PoW/PoS,660,False,DES,212625,N/A,/coins/des/overview
DESI,N/A,DESI,DESI (DESI),0,885400,/media/33187822/desi.png,DESI,N/A,N/A,2714,False,DESI,803631373,N/A,/coins/desi/overview
DETH,X11,DarkEther,DarkEther (DETH),0,40845,/media/1382252/deth.png,DETH,N/A,N/A,1024,False,DETH,16035000,N/A,/coins/deth/overview
DEUR,Scrypt,DigiEuro,DigiEuro (DEUR),0,21384,/media/351018/deur.png,DEUR,N/A,PoW,615,False,DEUR,N/A,N/A,/coins/deur/overview
DEV,PoS,Deviant Coin,Deviant Coin (DEV),0,860154,/media/30002202/dev.jpg,DEV,N/A,PoS,2612,False,DEV,88000000,N/A,/coins/dev/overview
DFBT,N/A,DentalFix,DentalFix (DFBT),0,198693,/media/1383890/dfbt.png,DFBT,N/A,N/A,1405,False,DFBT,100000000,N/A,/coins/dfbt/overview
DFS,Scrypt,DFSCoin,DFSCoin (DFS),0,646897,/media/20780715/dfs.png,DFS,N/A,PoW/PoS,2048,False,DFS,210000000,N/A,/coins/dfs/overview
DFT,Scrypt,Draftcoin,Draftcoin (DFT),0,236039,/media/9350712/dft.png,DFT,N/A,PoS,1508,False,DFT,17405891.19707116,N/A,/coins/dft/overview
DGB,Multiple,DigiByte,DigiByte (DGB),0,4430,/media/12318264/7638-nty_400x400.jpg,DGB,N/A,PoW,11,False,DGB,21000000000,N/A,/coins/dgb/overview
DGC,Scrypt,DigiCoin,DigiCoin (DGC),0,4353,/media/19676/dgc.png,DGC,N/A,PoW,66,False,DGC,48166000,N/A,/coins/dgc/overview
DGD,N/A,Digix DAO,Digix DAO (DGD),0,18907,/media/350851/dgd.png,DGD,N/A,N/A,503,False,DGD,1999421,N/A,/coins/dgd/overview
DGDC,X13,DarkGold,DarkGold (DGDC),0,28278,/media/351520/dgd.png,DGDC,N/A,PoW/PoS,755,False,DGDC,1000000,N/A,/coins/dgdc/overview
DGM,X11,DigiMoney,DigiMoney (DGM),0,791119,/media/27010944/dgm.png,DGM,N/A,PoW/PoS,2391,False,DGM,25000000,N/A,/coins/dgm/overview
DGMS,Scrypt,Digigems,Digigems (DGMS),0,34496,/media/352132/dgms.png,DGMS,N/A,PoW,941,False,DGMS,50000000,N/A,/coins/dgms/overview
DGORE,X11,DogeGoreCoin,DogeGoreCoin (DGORE),0,29904,/media/351697/dgore.png,DGORE,N/A,PoW/PoS,824,False,DGORE,500000000,N/A,/coins/dgore/overview
DGPT,N/A,DigiPulse,DigiPulse (DGPT),0,202696,/media/1383920/dgt.png,DGPT,N/A,N/A,1426,False,DGPT,5420726,N/A,/coins/dgpt/overview
DHT,N/A,DeHedge Token,DeHedge Token (DHT),0,786661,/media/27010912/dht.png,DHT,N/A,N/A,2373,False,DHT,10000000000,N/A,/coins/dht/overview
DICE,N/A,Etheroll,Etheroll (DICE),0,89572,/media/1383361/dice.png,DICE,N/A,N/A,1231,False,DICE,7001623,N/A,/coins/dice/overview
DIEM,SHA256,CarpeDiemCoin,CarpeDiemCoin (DIEM),0,20213,/media/20260/diem_1.png,DIEM,N/A,PoW,517,False,DIEM,21626280000 ,N/A,/coins/diem/overview
DIG,N/A,Dignity,Dignity (DIG),0,800121,/media/30001609/dig.png,DIG,N/A,N/A,2429,False,DIG,3000000000,N/A,/coins/dig/overview
DIGIF,X11,DigiFel,DigiFel (DIGIF),0,791053,/media/27010942/digif.png,DIGIF,N/A,PoW,2390,False,DIGIF,N/A,N/A,/coins/digif/overview
DIGS,Scrypt,Diggits,Diggits (DIGS),1,12192,/media/20706/digs.png,DIGS,N/A,PoS,464,False,DIGS,100000000,N/A,/coins/digs/overview
DIM,N/A,DIMCOIN,DIMCOIN (DIM),0,180678,/media/1383761/dim.png,DIM,N/A,N/A,1322,False,DIM,9000000000,N/A,/coins/dim/overview
DIME,Quark,DimeCoin,DimeCoin (DIME),0,21365,/media/25792612/dime.png,DIME,N/A,PoW,609,False,DIME,N/A,N/A,/coins/dime/overview
DIN,NeoScrypt,Dinero,Dinero (DIN),0,819678,/media/30001760/din.jpg,DIN,N/A,PoW,2482,False,DIN,N/A,N/A,/coins/din/overview
DISK,X11,Dark Lisk,Dark Lisk (DISK),0,21652,/media/351023/disk.png,DISK,N/A,PoW/PoS,619,False,DISK,N/A,N/A,/coins/disk/overview
DIVX,N/A,Divi,Divi (DIVX),0,431413,/media/16746540/divx.png,DIVX,N/A,N/A,1927,False,DIVX,6171607,N/A,/coins/divx/overview
DKC,Scrypt,DarkKnightCoin,DarkKnightCoin (DKC),0,30920,/media/351870/dkc.png,DKC,N/A,PoW/PoS,875,False,DKC,24000000,N/A,/coins/dkc/overview
DLC,SHA256,DollarCoin,DollarCoin (DLC),0,28776,/media/351559/dlc.png,DLC,N/A,PoW,778,False,DLC,10638298,N/A,/coins/dlc/overview
DLISK,N/A,Dlisk,Dlisk (DLISK),0,23743,/media/351237/dlisk.png,DLISK,N/A,DPoS,684,False,DLISK,100000000,N/A,/coins/dlisk/overview
DLR,X11,DollarOnline,DollarOnline (DLR),0,34213,/media/352114/dollarcoin.png,DLR,N/A,PoW/PoS,928,False,DLR,1000000000,N/A,/coins/dlr/overview
DLT,N/A,Agrello Delta,Agrello Delta (DLT),0,220204,/media/1384001/delta.png,DLT,N/A,N/A,1454,False,DLT,130271020,N/A,/coins/dlt/overview
DMD,Groestl,Diamond,Diamond (DMD),0,4431,/media/19680/dmd.png,DMD,N/A,PoW/PoS,98,False,DMD,4380000,N/A,/coins/dmd/overview
DML,N/A,Decentralized Machine Learning,Decentralized Machine Learning (DML),0,869896,/media/30002332/dml.jpg,DML,N/A,N/A,2670,False,DML,272937006.725531320881272256,N/A,/coins/dml/overview
DMT,N/A,DMarket,DMarket (DMT),0,192400,/media/1383841/dmarket.png,DMT,N/A,N/A,1381,False,DMT,56921773.1719715,N/A,/coins/dmt/overview
DNA,N/A,Encrypgen,Encrypgen (DNA),0,180804,/media/16746452/dna.png,DNA,N/A,N/A,1324,False,DNA,75000000,N/A,/coins/dna/overview
DNET,Quark,Darknet,Darknet (DNET),0,20346,/media/350912/dnet.png,DNET,N/A,Pow/PoS,531,False,DNET,37175346,N/A,/coins/dnet/overview
DNN,N/A,DNN Token,DNN Token (DNN),0,659681,/media/20780744/dnn.png,DNN,N/A,N/A,2056,False,DNN,1000000000,N/A,/coins/dnn/overview
DNO,N/A,Denaro,Denaro (DNO),0,756639,/media/27010637/dno.png,DNO,N/A,N/A,2231,False,DNO,100000000 ,N/A,/coins/dno/overview
DNR,NIST5,Denarius,Denarius (DNR),0,182288,/media/1383770/dnr.png,DNR,N/A,PoW/PoS,1329,False,DNR,10000000,N/A,/coins/dnr/overview
DNT,N/A,district0x,district0x (DNT),0,177175,/media/1383701/dnt.png,DNT,N/A,N/A,1294,False,DNT,1000000000,N/A,/coins/dnt/overview
DOC,N/A,Doc Coin,Doc Coin (DOC),0,707515,/media/25792637/doc.png,DOC,N/A,N/A,2120,False,DOC,3182285,N/A,/coins/doc/overview
DOCK,N/A,Dock.io,Dock.io (DOCK),0,866363,/media/30002275/dock.png,DOCK,N/A,N/A,2647,False,DOCK,1000000000,N/A,/coins/dock/overview
DOGE,Scrypt,Dogecoin,Dogecoin (DOGE),0,4432,/media/19684/doge.png,DOGE,N/A,PoW,8,False,DOGE,N/A,N/A,/coins/doge/overview
DOGED,Scrypt,DogeCoinDark,DogeCoinDark (DOGED),0,17549,/media/20029/doged.png,DOGED,N/A,PoW,496,False,DOGED,16500000000,N/A,/coins/doged/overview
DOGETH,X11,EtherDoge,EtherDoge (DOGETH),0,33403,/media/352023/dogeth-2.png,DOGETH,N/A,PoW/PoS,909,False,DOGETH,18100000,N/A,/coins/dogeth/overview
DON,Scrypt,DonationCoin,DonationCoin (DON),0,61073,/media/1382995/don.png,DON,N/A,PoW,1168,False,DON,90000000,N/A,/coins/don/overview
DOPE,Scrypt,DopeCoin,DopeCoin (DOPE),0,28332,/media/351526/dope.png,DOPE,N/A,PoW,761,False,DOPE,575000000,N/A,/coins/dope/overview
DOR,Ethash,Dorado,Dorado (DOR),0,763639,/media/27010676/dor.png,DOR,N/A,N/A,2245,False,DOR,510000000,N/A,/coins/dor/overview
DOT,Scrypt,Dotcoin,Dotcoin (DOT),0,20339,/media/350909/dot.png,DOT,N/A,PoW,529,False,DOT,890000000,N/A,/coins/dot/overview
DOVU,N/A,DOVU,DOVU (DOVU),0,360827,/media/14761916/dovu.png,DOVU,N/A,N/A,1762,False,DOVU,1200000000,N/A,/coins/dovu/overview
DP,X11,DigitalPrice,DigitalPrice (DP),0,182325,/media/1383772/dp.png,DP,N/A,PoW,1330,False,DP,24629450,N/A,/coins/dp/overview
DPAY,X13,DelightPay,DelightPay (DPAY),0,29718,/media/351684/dpay.png,DPAY,N/A,PoW/PoS,819,False,DPAY,90400000,N/A,/coins/dpay/overview
DPP,N/A,Digital Assets Power Play,Digital Assets Power Play (DPP),0,466977,/media/16746618/dpp.png,DPP,N/A,N/A,1958,False,DPP,100000000,N/A,/coins/dpp/overview
DRA,Scrypt,DraculaCoin,DraculaCoin (DRA),0,38360,/media/1382095/dra.png,DRA,N/A,PoW,1006,False,DRA,N/A,N/A,/coins/dra/overview
DRACO,N/A,DT Token,DT Token (DRACO),1,22248,/media/351390/dt-token.png,DRACO,N/A,N/A,647,False,DRACO,88888888,N/A,/coins/draco/overview
DRC,N/A,Dropcoin,Dropcoin (DRC),0,290053,/media/11417638/drp.png,DRC,N/A,PoS,1563,False,DRC,500000000,N/A,/coins/drc/overview
DRG,N/A,Dragon Coin,Dragon Coin (DRG),0,683927,/media/25792571/drg.png,DRG,N/A,N/A,2095,False,DRG,500000000,N/A,/coins/drg/overview
DRGN,N/A,Dragonchain,Dragonchain (DRGN),0,355702,/media/16746490/drgn.png,DRGN,N/A,N/A,1753,False,DRGN,433494437,N/A,/coins/drgn/overview
DRKC,X11,DarkCash,DarkCash (DRKC),0,4434,/media/20027/drkc.png,DRKC,N/A,PoW/PoS,100,False,DRKC,3720000,N/A,/coins/drkc/overview
DRKT,SHA256,DarkTron,DarkTron (DRKT),0,7483,/media/20604/drkt.png,DRKT,N/A,PoW/PoS,420,False,DRKT,1500000,N/A,/coins/drkt/overview
DRM8,Scrypt,Dream8Coin,Dream8Coin (DRM8),0,33524,/media/352055/drm8.png,DRM8,N/A,PoW,913,False,DRM8,88800000000,N/A,/coins/drm8/overview
DROP,N/A,Dropil,Dropil (DROP),0,820902,/media/30001849/drop.jpg,DROP,N/A,N/A,2488,False,DROP,30000000000,N/A,/coins/drop/overview
DROP*,X13,FaucetCoin,FaucetCoin (DROP*),0,28767,/media/351555/drop.png,DROP*,N/A,PoS,774,False,DROP*,10000,N/A,/coins/dropstar/overview
DRP,N/A,DCORP,DCORP (DRP),0,188523,/media/1383822/drp.png,DRP,N/A,N/A,1369,False,DRP,8094002.47,N/A,/coins/drp/overview
