,Algorithm,BuiltOn,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SmartContractAddress,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
ABELE,N/A,7605,Abele,Abele (ABELE),0,924922,/media/34478035/abele.png,ABELE,N/A,N/A,N/A,3176,False,ABELE,10000000000,N/A,/coins/abele/overview
ABJ,Scrypt,N/A,Abjcoin,Abjcoin (ABJ),0,860230,/media/30002209/abj.png,ABJ,N/A,PoW/PoS,N/A,2616,False,ABJ,30000000,N/A,/coins/abj/overview
ABS,Lyra2REv2,N/A,Absolute Coin,Absolute Coin (ABS),0,912961,/media/34155546/abs.jpg,ABS,N/A,PoW/PoS,N/A,2957,False,ABS,52500000,N/A,/coins/abs/overview
ABT,N/A,7605,ArcBlock,ArcBlock (ABT),1,758055,/media/27010666/abt2.png,ABT,N/A,N/A,0xb98d4c97425d9908e66e53a6fdf673acca0be986,2241,False,ABT,186000000,N/A,/coins/abt/overview
ABX,N/A,7605,AutoBay,AutoBay (ABX),0,926559,/media/34836103/abx.png,ABX,N/A,N/A,N/A,3509,False,ABX,945000000,N/A,/coins/abx/overview
ABY,Scrypt,N/A,ArtByte,ArtByte (ABY),0,5338,/media/1383379/aby.png,ABY,N/A,PoW,N/A,306,False,ABY,1000000000,N/A,/coins/aby/overview
ABYSS,N/A,7605,The Abyss,The Abyss (ABYSS),0,419711,/media/30002251/abyss1.png,ABYSS,N/A,N/A,0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6,1911,False,ABYSS,508628132.041069469203893949,N/A,/coins/abyss/overview
AC,Scrypt,N/A,Asia Coin,Asia Coin (AC),0,4322,/media/19593/ac.png,AC,N/A,PoS,N/A,35,False,AC,N/A,N/A,/coins/ac/overview
AC3,X11,N/A,AC3,AC3 (AC3),0,517389,/media/16746668/ac3.png,AC3,N/A,PoW,N/A,1974,False,AC3,100000000,N/A,/coins/ac3/overview
ACAT,N/A,27368,Alphacat,Alphacat (ACAT),0,801364,/media/30001613/acat.jpg,ACAT,N/A,N/A,7f86d61ff377f1b12e589a5907152b57e2ad9a7a,2435,False,ACAT,6250000000,N/A,/coins/acat/overview
ACC,Scrypt,N/A,AdCoin,AdCoin (ACC),0,249821,/media/9350776/acc.jpg,ACC,N/A,PoW,N/A,1542,False,ACC,100000000,N/A,/coins/acc/overview
ACC*,N/A,7605,Accelerator Network,Accelerator Network (ACC*),0,716854,/media/27010467/acc.png,ACC*,N/A,N/A,0x13f1b7fdfbe1fc66676d56483e21b1ecb40b58e2,2156,False,ACC*,336314,N/A,/coins/accstar/overview
ACCO,Scrypt,N/A,Accolade,Accolade (ACCO),0,619929,/media/20780654/acco.png,ACCO,N/A,PoW/PoS,N/A,2028,False,ACCO,50000000,N/A,/coins/acco/overview
ACE,N/A,7605,TokenStars,TokenStars (ACE),0,294364,/media/11999076/ace.png,ACE,N/A,N/A,0x06147110022b768ba8f99a8f385df11a151a9cc8,1565,False,ACE,N/A,N/A,/coins/ace/overview
ACES,X13,N/A,AcesCoin,AcesCoin (ACES),0,45617,/media/1382661/aces.png,ACES,N/A,PoS,N/A,1104,False,ACES,100000000,N/A,/coins/aces/overview
ACH,Equihash,N/A,AchieveCoin,AchieveCoin (ACH),0,850785,/media/30002098/ach.jpg,ACH,N/A,PoW,N/A,2579,False,ACH,N/A,N/A,/coins/ach/overview
ACID,SHA256,N/A,AcidCoin,AcidCoin (ACID),0,39700,/media/1382237/acid.png,ACID,N/A,PoW,N/A,1016,False,ACID,4500000000,N/A,/coins/acid/overview
ACM,Lyra2Z,N/A,Actinium,Actinium (ACM),0,926174,/media/34835897/acm.png,ACM,N/A,PoW,N/A,3436,False,ACM,84000000,N/A,/coins/acm/overview
ACN,PoS,N/A,AvonCoin,AvonCoin (ACN),0,35949,/media/352310/acn.png,ACN,N/A,PoS,N/A,976,False,ACN,1000000000,N/A,/coins/acn/overview
ACOIN,SHA256,N/A,ACoin,ACoin (ACOIN),0,4323,/media/20079/acoin.png,ACOIN,N/A,PoW,N/A,36,False,ACOIN,1600000,N/A,/coins/acoin/overview
ACP,SHA256,N/A,Anarchists Prime,Anarchists Prime (ACP),0,6476,/media/351019/acp.png,ACP,N/A,PoW,N/A,416,False,ACP,53760000,N/A,/coins/acp/overview
ACT,N/A,7605,ACT,ACT (ACT),0,177157,/media/1383700/act.png,ACT,N/A,N/A,N/A,1293,False,ACT,10000000000,N/A,/coins/act/overview
ACT*,DPoS,N/A,Achain,Achain (ACT*),0,446372,/media/16746576/act.png,ACT*,N/A,DPoS,N/A,1942,False,ACT*,1000000000,N/A,/coins/actstar/overview
ACTN,N/A,1183,Action Coin,Action Coin (ACTN),0,808094,/media/30001655/actn.jpg,ACTN,N/A,N/A,13483660838603398727,2441,False,ACTN,10000000000,N/A,/coins/actn/overview
ADA,Ouroboros,N/A,Cardano,Cardano (ADA),0,321992,/media/12318177/ada.png,ADA,N/A,PoS,N/A,1635,False,ADA,45000000000,N/A,/coins/ada/overview
ADAB,N/A,7605,Adab Solutions,Adab Solutions (ADAB),0,926442,/media/34836043/adab.png,ADAB,N/A,N/A,N/A,3484,False,ADAB,480000000,N/A,/coins/adab/overview
ADB,N/A,7605,Adbank,Adbank (ADB),0,468052,/media/16746619/adb.png,ADB,N/A,N/A,0x2baac9330cf9ac479d819195794d79ad0c7616e3,1959,False,ADB,1000000000,N/A,/coins/adb/overview
ADC,Scrypt,N/A,AudioCoin,AudioCoin (ADC),0,6108,/media/350880/adc.png,ADC,N/A,PoW/PoS,N/A,395,False,ADC,10500000000,N/A,/coins/adc/overview
ADCN,Scrypt,N/A,Asiadigicoin,Asiadigicoin (ADCN),0,20907,/media/350983/adcn.png,ADCN,N/A,PoW,N/A,584,False,ADCN,42000000,N/A,/coins/adcn/overview
ADH,N/A,7605,Adhive,Adhive (ADH),0,866454,/media/30002279/adh.jpg,ADH,N/A,N/A,0xe69a353b3152dd7b706ff7dd40fe1d18b7802d31,2652,False,ADH,392000000,N/A,/coins/adh/overview
ADI,N/A,7605,Aditus,Aditus (ADI),0,780883,/media/27010865/adi.jpg,ADI,N/A,N/A,0x8810c63470d38639954c6b41aac545848c46484a,2347,False,ADI,750000000,N/A,/coins/adi/overview
ADK,IMesh,N/A,Aidos Kuneen,Aidos Kuneen (ADK),0,841767,/media/30001930/adk.jpg,ADK,N/A,PoW,N/A,2518,False,ADK,25000000,N/A,/coins/adk/overview
ADL,N/A,7605,Adelphoi,Adelphoi (ADL),0,127738,/media/1383544/adl.png,ADL,N/A,N/A,0x660e71483785f66133548B10f6926dC332b06e61,1249,False,ADL,100000000,N/A,/coins/adl/overview
ADM,DPoS,N/A,Adamant,Adamant (ADM),0,833028,/media/30001860/adm.png,ADM,N/A,DPoS,N/A,2500,False,ADM,200000000,N/A,/coins/adm/overview
ADN,ScryptOG,N/A,Aiden,Aiden (ADN),1,21007,/media/350993/adn.png,ADN,N/A,PoW,N/A,594,False,ADN,84000000,N/A,/coins/adn/overview
ADST,N/A,7605,Adshares,Adshares (ADST),0,194530,/media/1383846/adst.png,ADST,N/A,N/A,0x422866a8f0b032c5cf1dfbdef31a20f4509562b0,1383,False,ADST,12009726,N/A,/coins/adst/overview
ADT,N/A,7605,AdToken,AdToken (ADT),0,188858,/media/1383829/adt.png,ADT,N/A,N/A,0xd0d6d6c5fe4a677d343cc433536bb717bae167dd,1374,False,ADT,1000000000,N/A,/coins/adt/overview
ADX,N/A,7605,AdEx,AdEx (ADX),0,170452,/media/1383667/adx1.png,ADX,N/A,N/A,0x4470BB87d77b963A013DB939BE332f927f2b992e,1277,False,ADX,100000000,N/A,/coins/adx/overview
ADZ,X11,N/A,Adzcoin,Adzcoin (ADZ),0,20656,/media/351424/adz1.jpg,ADZ,N/A,PoW,N/A,552,False,ADZ,84000000,N/A,/coins/adz/overview
AE,N/A,7605,Aeternity,Aeternity (AE),0,190978,/media/1383836/ae.png,AE,N/A,PoW/PoS,0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d,1375,False,AE,273685831,N/A,/coins/ae/overview
AEC,X11,N/A,AcesCoin,AcesCoin (AEC),0,20986,/media/350991/aec.png,AEC,N/A,PoS,N/A,592,False,AEC,98000000,N/A,/coins/aec/overview
AEC*,Scrypt,N/A,EmaratCoin,EmaratCoin (AEC*),0,907227,/media/34077383/aec.jpg,AEC*,N/A,PoW/PoS,N/A,2873,False,AEC*,84000000,N/A,/coins/aecstar/overview
AEN,N/A,7605,Aenco,Aenco (AEN),0,924988,/media/34478067/aen.png,AEN,N/A,N/A,N/A,3193,False,AEN,4000000000,N/A,/coins/aen/overview
AEON,CryptoNight-Lite,N/A,AEON,AEON (AEON),0,20730,/media/350955/aeon.png,AEON,N/A,PoW,N/A,567,False,AEON,18400000,N/A,/coins/aeon/overview
AERM,SkunkHash,N/A,Aerium,Aerium (AERM),0,411647,/media/16404893/aerm.png,AERM,N/A,PoW/PoS,N/A,1899,False,AERM,500000000,N/A,/coins/aerm/overview
AERO,X13,N/A,Aero Coin,Aero Coin (AERO),0,4324,/media/19594/aero.png,AERO,N/A,PoS,N/A,37,False,AERO,7000000,N/A,/coins/aero/overview
AET,Ethash,N/A,AfterEther,AfterEther (AET),0,843275,/media/30001955/aet.jpg,AET,N/A,PoW,N/A,2524,False,AET,200000000,N/A,/coins/aet/overview
AGI,N/A,7605,SingularityNET,SingularityNET (AGI),0,710156,/media/25792653/agi.png,AGI,N/A,N/A,0x8eb24319393716668d768dcec29356ae9cffe285,2129,False,AGI,1000000000,N/A,/coins/agi/overview
AGRS,N/A,22441,Agoras Token,Agoras Token (AGRS),0,191142,/media/1383839/agrs.png,AGRS,N/A,N/A,N/A,1378,False,AGRS,42000000,N/A,/coins/agrs/overview
AGS,X13,N/A,Aegis,Aegis (AGS),0,4326,/media/19595/ags.png,AGS,N/A,PoS,N/A,39,False,AGS,0,N/A,/coins/ags/overview
AHT,Ethash,7605,Ahoolee,Ahoolee (AHT),0,175611,/media/1383688/ahc.png,AHT,N/A,PoW,N/A,1283,False,AHT,100000000,N/A,/coins/aht/overview
AHT*,N/A,20131,Bowhead Health,Bowhead Health (AHT*),1,186064,/media/1383796/aht.png,AHT*,N/A,N/A,N/A,1351,False,AHT*,100000000,N/A,/coins/ahtstar/overview
AIB,Scrypt,N/A,AdvancedInternetBlock,AdvancedInternetBlock (AIB),0,20806,/media/350971/aib.png,AIB,N/A,PoW,N/A,571,False,AIB,314159265359,N/A,/coins/aib/overview
AIC,N/A,7605,AI Crypto,AI Crypto (AIC),0,847135,/media/32655843/aic.png,AIC,N/A,N/A,N/A,2547,False,AIC,10000000000,N/A,/coins/aic/overview
AID,N/A,7605,AidCoin,AidCoin (AID),0,368770,/media/14913433/aidcoin.png,AID,N/A,N/A,0x37e8789bb9996cac9156cd5f5fd32599e6b91289,1780,False,AID,100000000,N/A,/coins/aid/overview
AIDOC,N/A,7605,AI Doctor,AI Doctor (AIDOC),0,684818,/media/25792577/aidoc.png,AIDOC,N/A,N/A,0x584b44853680ee34a0f337b712a8f66d816df151,2100,False,AIDOC,777775241,N/A,/coins/aidoc/overview
AIM,N/A,7605,Aimedis,Aimedis (AIM),0,926328,/media/34835975/aim.png,AIM,N/A,N/A,N/A,3460,False,AIM,600000000,N/A,/coins/aim/overview
AIMS,N/A,7605,HighCastle Token,HighCastle Token (AIMS),0,922747,/media/34477845/aims.jpg,AIMS,N/A,N/A,0x9a1c7577a69ea9e296ef99bfb0eb6bedbe352a36,3096,False,AIMS,2000000000,N/A,/coins/aims/overview
AION,N/A,N/A,Aion,Aion (AION),0,431235,/media/16746538/aion.png,AION,N/A,N/A,N/A,1925,False,AION,465934586.66,N/A,/coins/aion/overview
AIR,N/A,7605,AirToken,AirToken (AIR),0,338555,/media/12318291/air.png,AIR,N/A,N/A,0x27dce1ec4d3f72c3e457cc50354f1f975ddef488,1684,False,AIR,1491492558,N/A,/coins/air/overview
AIR*,Scrypt,7605,Aircoin,Aircoin (AIR*),0,30182,/media/351740/air.png,AIR*,N/A,PoW/PoS,0x27dce1ec4d3f72c3e457cc50354f1f975ddef488,846,False,AIR*,357000000,N/A,/coins/airstar/overview
AIRE,N/A,20131,Tokenaire,Tokenaire (AIRE),0,924996,/media/34478072/aire.png,AIRE,N/A,N/A,N/A,3196,False,AIRE,7000000000,N/A,/coins/aire/overview
AIT,N/A,7605,AIChain Token,AIChain Token (AIT),0,777027,/media/27010829/ait.jpg,AIT,N/A,N/A,N/A,2321,False,AIT,2100000000,N/A,/coins/ait/overview
AITT,N/A,7605,AITrading,AITrading (AITT),0,893480,/media/33434201/aitt.png,AITT,N/A,N/A,N/A,2776,False,AITT,108888888,N/A,/coins/aitt/overview
AIX,N/A,7605,Aigang,Aigang (AIX),0,187030,/media/1383807/aig.png,AIX,N/A,N/A,0x1063ce524265d5a3a624f4914acd573dd89ce988,1483,False,AIX,29274566.724462560143156861,N/A,/coins/aix/overview
AKA,Ethash,N/A,Akroma,Akroma (AKA),0,830940,/media/30001848/aka.jpg,AKA,N/A,PoW,N/A,2490,False,AKA,100000000,N/A,/coins/aka/overview
ALC,X13,N/A,Arab League Coin,Arab League Coin (ALC),0,33401,/media/352022/alc.png,ALC,N/A,PoW,N/A,908,False,ALC,N/A,N/A,/coins/alc/overview
ALEX,SHA256,N/A,Alexandrite,Alexandrite (ALEX),0,45607,/media/1382657/alex.png,ALEX,N/A,PoW/PoS,N/A,1100,False,ALEX,1268000,N/A,/coins/alex/overview
ALF,Scrypt,N/A,AlphaCoin,AlphaCoin (ALF),0,4325,/media/19600/alf.png,ALF,N/A,PoW,N/A,38,False,ALF,210182000,N/A,/coins/alf/overview
ALG,N/A,7605,Algory,Algory (ALG),0,903856,/media/33842957/alg.jpg,ALG,N/A,N/A,0x16b0a1a87ae8af5c792fabc429c4fe248834842b,2853,False,ALG,75000000,N/A,/coins/alg/overview
ALIS,N/A,7605,ALISmedia,ALISmedia (ALIS),0,331603,/media/12318247/alis.png,ALIS,N/A,N/A,0xea610b1153477720748dc13ed378003941d84fab,1660,False,ALIS,287604611.0864,N/A,/coins/alis/overview
ALN,Scrypt,N/A,AlienCoin,AlienCoin (ALN),0,4328,/media/20080/aln.png,ALN,N/A,PoW,N/A,41,False,ALN,200000000,N/A,/coins/aln/overview
ALPS,Lyra2Z,N/A,Alpenschillling,Alpenschillling (ALPS),0,859662,/media/30002172/alps.jpg,ALPS,N/A,PoW,N/A,2607,False,ALPS,300000000,N/A,/coins/alps/overview
ALQO,Quark,N/A,Alqo,Alqo (ALQO),0,402782,/media/16404849/alqo.png,ALQO,N/A,PoW/PoS,N/A,1878,False,ALQO,57879300,N/A,/coins/alqo/overview
ALT,SHA256,N/A,ALTcoin,ALTcoin (ALT),0,777330,/media/27010831/alt.jpg,ALT,N/A,N/A,N/A,2323,False,ALT,134063,N/A,/coins/alt/overview
ALTCOM,SkunkHash,N/A,AltCommunity Coin,AltCommunity Coin (ALTCOM),0,369110,/media/14913436/altcom.png,ALTCOM,N/A,PoW/PoS,N/A,1782,False,ALTCOM,163358.72760916,N/A,/coins/altcom/overview
ALTOCAR,N/A,20131,AltoCar,AltoCar (ALTOCAR),0,240439,/media/9350746/altc.png,ALTOCAR,N/A,N/A,N/A,1522,False,ALTOCAR,N/A,N/A,/coins/altocar/overview
ALX,DPoS,7605,ALAX,ALAX (ALX),1,787696,/media/27010915/alx.jpg,ALX,N/A,DPoS,0x49b127bc33ce7e1586ec28cec6a65b112596c822,2376,False,ALX,1000000000,N/A,/coins/alx/overview
AM,X13,N/A,AeroMe,AeroMe (AM),0,5330,/media/20191/am.png,AM,N/A,PoW/PoS,N/A,298,False,AM,12000000,N/A,/coins/am/overview
AMB,N/A,7605,Ambrosus,Ambrosus (AMB),0,238733,/media/9350739/amb.png,AMB,N/A,N/A,0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce,1518,False,AMB,361477438,N/A,/coins/amb/overview
AMBER,X11,N/A,AmberCoin,AmberCoin (AMBER),0,5332,/media/20187/amber.png,AMBER,N/A,PoW/PoS,N/A,300,False,AMBER,1000000000,N/A,/coins/amber/overview
AMBT,N/A,7605,AMBT Token,AMBT Token (AMBT),0,835125,/media/30001865/ambt.png,AMBT,N/A,N/A,0x3d2b62ad28a7a11824db8d64d170843e3b89f6ec,2501,False,AMBT,104000000,N/A,/coins/ambt/overview
AMC,Scrypt,N/A,AmericanCoin,AmericanCoin (AMC),0,4327,/media/19601/amc.png,AMC,N/A,PoW,N/A,40,False,AMC,168000000,N/A,/coins/amc/overview
AMIS,N/A,7605,AMIS,AMIS (AMIS),0,57676,/media/1382862/amis.png,AMIS,N/A,N/A,0x949bEd886c739f1A3273629b3320db0C5024c719,1147,False,AMIS,20000000,N/A,/coins/amis/overview
AMLT,N/A,7605,AMLT,AMLT (AMLT),0,925145,/media/34478140/amlt.png,AMLT,N/A,N/A,0xca0e7269600d353f70b14ad118a49575455c0f2f,3235,False,AMLT,400000000,N/A,/coins/amlt/overview
AMM,N/A,7605,MicroMoney,MicroMoney (AMM),0,589881,/media/20780616/amm.png,AMM,N/A,N/A,0x8b1f49491477e0fb46a29fef53f1ea320d13c349,2011,False,AMM,17532943.47918,N/A,/coins/amm/overview
AMMO,N/A,N/A,Ammo Rewards,Ammo Rewards (AMMO),0,182463,/media/1383778/ammo.png,AMMO,N/A,PoS,N/A,1336,False,AMMO,77777777,N/A,/coins/ammo/overview
AMN,N/A,7605,Amon,Amon (AMN),0,890663,/media/33187898/rsz_m8svzqju_400x400.jpg,AMN,N/A,N/A,0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c,2754,False,AMN,1666666667 ,N/A,/coins/amn/overview
AMO,N/A,7605,AMO Coin,AMO Coin (AMO),0,889900,/media/34835999/amo.png,AMO,N/A,N/A,0x38c87aa89b2b8cd9b95b736e1fa7b612ea972169,2738,False,AMO,20000000000,N/A,/coins/amo/overview
AMP,N/A,N/A,Synereo,Synereo (AMP),0,18244,/media/350825/amp.png,AMP,N/A,Pow/PoSC,N/A,501,False,AMP,622410799,N/A,/coins/amp/overview
AMS,Quark,N/A,Amsterdam Coin,Amsterdam Coin (AMS),0,15284,/media/350562/ams.png,AMS,N/A,PoW/PoS,N/A,480,False,AMS,N/A,N/A,/coins/ams/overview
AMT,N/A,N/A,Acumen,Acumen (AMT),0,243045,/media/9350756/amt.jpg,AMT,N/A,N/A,N/A,1529,False,AMT,N/A,N/A,/coins/amt/overview
AMX,NeoScrypt,N/A,Amero,Amero (AMX),0,898367,/media/33434270/amx.jpg,AMX,N/A,PoW/PoS,N/A,2792,False,AMX,15000000,N/A,/coins/amx/overview
AMY,Scrypt,N/A,Amygws,Amygws (AMY),0,59304,/media/1382935/amy.jpg,AMY,N/A,PoW,N/A,1154,False,AMY,23333333,N/A,/coins/amy/overview
ANAL,SHA256,N/A,AnalCoin,AnalCoin (ANAL),0,37359,/media/1381991/anal.jpg,ANAL,N/A,N/A,N/A,991,False,ANAL,600000,N/A,/coins/anal/overview
ANC,N/A,N/A,Anoncoin,Anoncoin (ANC),0,27370,/media/19598/anc.png,ANC,N/A,PoW,N/A,719,False,ANC,4200000,N/A,/coins/anc/overview
ANCP,N/A,7605,Anacrypt,Anacrypt (ANCP),0,196572,/media/1383863/ancp.png,ANCP,N/A,N/A,N/A,1391,False,ANCP,10000,N/A,/coins/ancp/overview
AND,X11,N/A,AndromedaCoin,AndromedaCoin (AND),0,30568,/media/351797/and.png,AND,N/A,PoW/PoS,N/A,870,False,AND,N/A,N/A,/coins/and/overview
ANGL,N/A,7605,Angel Token,Angel Token (ANGL),0,898977,/media/33434286/angl.jpg,ANGL,N/A,N/A,0xc499ea948a1ad5d8eaf12abd2f67975c4dbe21aa,2800,False,ANGL,8629711,N/A,/coins/angl/overview
ANI,Quark,N/A,Animecoin,Animecoin (ANI),0,860930,/media/30002219/ani.png,ANI,N/A,PoW,N/A,2621,False,ANI,1976000000,N/A,/coins/ani/overview
ANK,N/A,7605,Ankorus Token,Ankorus Token (ANK),0,781308,/media/27010873/ank.jpg,ANK,N/A,N/A,0xaa4ab1c817e4df7d25ce4d42352649d592a3bba0,2353,False,ANK,50501621.1030904686494342,N/A,/coins/ank/overview
ANON,N/A,N/A,ANON,ANON (ANON),0,926228,/media/34835929/anon.png,ANON,N/A,N/A,N/A,3444,False,ANON,41000000,N/A,/coins/anon/overview
ANT,N/A,7605,Aragon,Aragon (ANT),0,78152,/media/1383244/ant.png,ANT,N/A,N/A,0x960b236A07cf122663c4303350609A66A7B288C0,1216,False,ANT,39609524,N/A,/coins/ant/overview
ANTC,Scrypt,N/A,AntiLitecoin,AntiLitecoin (ANTC),0,29758,/media/351690/antc.png,ANTC,N/A,PoW,N/A,822,False,ANTC,84000000,N/A,/coins/antc/overview
ANTI,SHA256,N/A,Anti Bitcoin,Anti Bitcoin (ANTI),0,20828,/media/350972/anti.png,ANTI,N/A,PoW,N/A,580,False,ANTI,42000000,N/A,/coins/anti/overview
ANTS,N/A,7605,ANTS Reloaded,ANTS Reloaded (ANTS),0,898986,/media/33434287/ants.jpg,ANTS,N/A,N/A,0x1cCc29f9CEd9d1a5cE81a7262EAC8FcD7ecA5788,2801,False,ANTS,N/A,N/A,/coins/ants/overview
AOA,N/A,7605,Aurora ,Aurora  (AOA),0,918501,/media/34477737/aoa.jpg,AOA,N/A,N/A,0x9ab165d795019b6d8b3e971dda91071421305e5a,3022,False,AOA,10000000000 ,N/A,/coins/aoa/overview
AOP,Tribus,N/A,Averopay,Averopay (AOP),0,922643,/media/34477839/aop.jpg,AOP,N/A,PoW/PoS,N/A,3092,False,AOP,36500000,N/A,/coins/aop/overview
APC,N/A,N/A,AlpaCoin,AlpaCoin (APC),0,20722,/media/350956/apc.png,APC,N/A,PoW,N/A,563,False,APC,N/A,N/A,/coins/apc/overview
APEX,X13,N/A,ApexCoin,ApexCoin (APEX),0,4330,/media/19599/apex.png,APEX,N/A,PoW/PoS,N/A,43,False,APEX,6000000,N/A,/coins/apex/overview
APH,N/A,N/A,Aphelion,Aphelion (APH),0,879031,/media/32655904/aph.jpg,APH,N/A,N/A,N/A,2699,False,APH,242817675,N/A,/coins/aph/overview
APIS,N/A,7605,APIS,APIS (APIS),0,906171,/media/33957383/apis.png,APIS,N/A,PoW,0x4c0fbe1bb46612915e7967d2c3213cd4d87257ad,2862,False,APIS,9520000000,N/A,/coins/apis/overview
APL,N/A,N/A,Apollo Currency,Apollo Currency (APL),0,924973,/media/34478058/apl.png,APL,N/A,PoS,N/A,3188,False,APL,21165096531,N/A,/coins/apl/overview
APPC,N/A,7605,AppCoins,AppCoins (APPC),0,346812,/media/12318370/app.png,APPC,N/A,N/A,0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db,1726,False,APPC,246203093,N/A,/coins/appc/overview
APT,Scrypt-n,N/A,Aptcoin,Aptcoin (APT),0,60419,/media/1382945/apt.png,APT,N/A,PoW,N/A,1160,False,APT,42000000,N/A,/coins/apt/overview
APX,N/A,28652,Apx,Apx (APX),0,74912,/media/1383235/apx.png,APX,N/A,N/A,N/A,1208,False,APX,1000000,N/A,/coins/apx/overview
AR*,SHA256,N/A,Ar.cash,Ar.cash (AR*),0,251598,/media/14913465/ar.png,AR*,N/A,PoW,N/A,1543,False,AR*,N/A,N/A,/coins/arstar/overview
ARB,N/A,N/A,Arbit Coin,Arbit Coin (ARB),0,7599,/media/20645/arb.png,ARB,N/A,PoW/PoS,N/A,435,False,ARB,0,N/A,/coins/arb/overview
ARB*,N/A,7605,ARBITRAGE,ARBITRAGE (ARB*),0,924926,/media/34478037/arb.png,ARB*,N/A,N/A,0xafbec4d65bc7b116d85107fd05d912491029bf46,3178,False,ARB*,8759257.478164540253183732,N/A,/coins/arbstar/overview
ARBI,Ethash,7605,Arbi,Arbi (ARBI),0,334856,/media/12318258/arbi.png,ARBI,N/A,N/A,N/A,1663,False,ARBI,50000,N/A,/coins/arbi/overview
ARC,X11,N/A,ArcticCoin,ArcticCoin (ARC),0,188615,/media/1383824/arc.png,ARC,N/A,PoW,N/A,1370,False,ARC,60000000,N/A,/coins/arc/overview
ARC*,N/A,7605, Arcade City, Arcade City (ARC*),0,435659,/media/16746547/arc.png,ARC*,N/A,N/A,0xac709fcb44a43c35f0da4e3163b117a17f3770f5,1930,False,ARC*,9525398,N/A,/coins/arcstar/overview
ARCH,Scrypt,N/A,ArchCoin,ArchCoin (ARCH),0,4331,/media/20085/arch.png,ARCH,N/A,PoS,N/A,44,False,ARCH,16403135,N/A,/coins/arch/overview
ARCO,Scrypt,N/A,AquariusCoin,AquariusCoin (ARCO),0,34506,/media/352134/arco.png,ARCO,N/A,PoW/PoS,N/A,943,False,ARCO,42000000,N/A,/coins/arco/overview
ARCT,N/A,7605,ArbitrageCT,ArbitrageCT (ARCT),0,707530,/media/25792638/arct.png,ARCT,N/A,N/A,0x1245ef80f4d9e02ed9425375e8f649b9221b31d8,2121,False,ARCT,152029112,N/A,/coins/arct/overview
ARDR,N/A,N/A,Ardor,Ardor (ARDR),1,30173,/media/351736/ardr.png,ARDR,N/A,PoS,N/A,842,False,ARDR,1000000000,N/A,/coins/ardr/overview
ARE,X11,N/A,ARENON,ARENON (ARE),0,915444,/media/34155607/are.jpg,ARE,N/A,PoS,N/A,2988,False,ARE,55000000,N/A,/coins/are/overview
ARENA,N/A,7605,Arena,Arena (ARENA),0,201896,/media/34478444/arena.png,ARENA,N/A,N/A,0xf9c9da0c81fffd491458881410903561d1e40fd0,1422,False,ARENA,14000000,N/A,/coins/arena/overview
ARG,Scrypt,N/A,Argentum,Argentum (ARG),0,4371,/media/19602/arg.png,ARG,N/A,PoW,N/A,45,False,ARG,64000000,N/A,/coins/arg/overview
ARGUS,Scrypt,N/A,ArgusCoin,ArgusCoin (ARGUS),0,70352,/media/1383149/argus.png,ARGUS,N/A,PoW/PoS,N/A,1194,False,ARGUS,28600000,N/A,/coins/argus/overview
ARI,Scrypt,N/A,AriCoin,AriCoin (ARI),0,4332,/media/20082/ari.png,ARI,N/A,PoW,N/A,46,False,ARI,322649400,N/A,/coins/ari/overview
ARK,DPoS,N/A,ARK,ARK (ARK),0,32699,/media/351931/ark.png,ARK,N/A,DPoS,N/A,885,False,ARK,125000000,N/A,/coins/ark/overview
ARM,Scrypt,N/A,Armory Coin,Armory Coin (ARM),0,28654,/media/351545/arm.png,ARM,N/A,PoW/PoS,N/A,768,False,ARM,1990000000,N/A,/coins/arm/overview
ARN,N/A,7605,Aeron,Aeron (ARN),0,335127,/media/12318261/arn.png,ARN,N/A,N/A,0xBA5F11b16B155792Cf3B2E6880E8706859A8AEB6,1666,False,ARN,100000000,N/A,/coins/arn/overview
ARNA*,N/A,7605,ARNA Panacea,ARNA Panacea (ARNA),0,303888,/media/12318005/arna.png,ARNA,N/A,N/A,0xb621ec91c7ca5dcfc34448c4e1728c4a06876a38,1576,False,ARNA*,1000000000,N/A,/coins/arna/overview
ARO,SHA-512,N/A,Arionum,Arionum (ARO),0,907868,/media/34077423/aro.jpg,ARO,N/A,PoW,N/A,2891,False,ARO,545399000,N/A,/coins/aro/overview
ARPA,SHA256D,N/A,ArpaCoin,ArpaCoin (ARPA),0,60618,/media/1382966/arpa.png,ARPA,N/A,PoW/PoS,N/A,1162,False,ARPA,N/A,N/A,/coins/arpa/overview
ARR,N/A,7605,ARROUND,ARROUND (ARR),0,924796,/media/34477967/arr.png,ARR,N/A,N/A,N/A,3148,False,ARR,3000000000,N/A,/coins/arr/overview
ART,N/A,7605,Maecenas,Maecenas (ART),0,311558,/media/12318097/art.png,ART,N/A,N/A,0xfec0cf7fe078a500abf15f1284958f22049c2c7e,1605,False,ART,100000000,N/A,/coins/art/overview
